index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,basewages,adjusted_overtime,adjusted_wages,adjusted_benefits,adjusted_basewages,employerfull
2333047,2018,COUNTY,916464.0,KERN,FIRE,DEPUTY FIRE CHIEF-C,0.0,147422.0,53449.0,KERN,147422.0,0.0,147422.0,53449.0,147422.0,KERN_COUNTY
2333048,2018,COUNTY,916464.0,KERN,FIRE,DEPUTY FIRE CHIEF-C,0.0,305375.0,186162.0,KERN,305375.0,0.0,305375.0,186162.0,305375.0,KERN_COUNTY
2333049,2018,COUNTY,916464.0,KERN,FIRE,DEPUTY FIRE CHIEF-C,0.0,165324.0,168976.0,KERN,165324.0,0.0,165324.0,168976.0,165324.0,KERN_COUNTY
2333050,2018,COUNTY,916464.0,KERN,FIRE,DEPUTY FIRE CHIEF-C,51999.0,175665.0,122550.0,KERN,123666.0,51999.0,175665.0,122550.0,123666.0,KERN_COUNTY
2333051,2018,COUNTY,916464.0,KERN,FIRE,DEPUTY FIRE CHIEF-C,0.0,159644.0,165512.0,KERN,159644.0,0.0,159644.0,165512.0,159644.0,KERN_COUNTY
2333059,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF,35251.0,145175.0,93115.0,KERN,109924.0,35251.0,145175.0,93115.0,109924.0,KERN_COUNTY
2333060,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,92332.0,220506.0,145785.0,KERN,128174.0,92332.0,220506.0,145785.0,128174.0,KERN_COUNTY
2333061,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,110866.0,243192.0,146974.0,KERN,132326.0,110866.0,243192.0,146974.0,132326.0,KERN_COUNTY
2333062,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,52277.0,180992.0,138513.0,KERN,128715.0,52277.0,180992.0,138513.0,128715.0,KERN_COUNTY
2333063,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,8453.0,136965.0,38214.0,KERN,128512.0,8453.0,136965.0,38214.0,128512.0,KERN_COUNTY
2333064,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,27169.0,101982.0,34987.0,KERN,74813.0,27169.0,101982.0,34987.0,74813.0,KERN_COUNTY
2333065,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,85293.0,215344.0,134354.0,KERN,130051.0,85293.0,215344.0,134354.0,130051.0,KERN_COUNTY
2333066,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,73428.0,198063.0,129436.0,KERN,124635.0,73428.0,198063.0,129436.0,124635.0,KERN_COUNTY
2333067,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,50422.0,163481.0,95984.0,KERN,113059.0,50422.0,163481.0,95984.0,113059.0,KERN_COUNTY
2333068,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,46029.0,167956.0,127307.0,KERN,121927.0,46029.0,167956.0,127307.0,121927.0,KERN_COUNTY
2333069,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,89786.0,214421.0,129698.0,KERN,124635.0,89785.99999999999,214421.0,129698.0,124635.0,KERN_COUNTY
2333070,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,110089.0,223994.0,120982.0,KERN,113905.0,110089.0,223994.0,120982.0,113905.0,KERN_COUNTY
2333071,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,43078.0,149042.0,120113.0,KERN,105964.0,43078.0,149042.0,120113.0,105964.0,KERN_COUNTY
2333072,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,44720.0,164842.0,125595.0,KERN,120122.0,44720.0,164842.0,125595.0,120122.0,KERN_COUNTY
2333073,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,67062.0,182847.0,98119.0,KERN,115785.0,67062.0,182847.0,98119.0,115785.0,KERN_COUNTY
2333074,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,67992.0,197411.0,131537.0,KERN,129419.0,67992.0,197411.0,131537.0,129419.0,KERN_COUNTY
2333075,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,83486.0,208121.0,119978.0,KERN,124635.0,83486.0,208121.0,119978.0,124635.0,KERN_COUNTY
2333076,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,65980.0,184811.0,125361.0,KERN,118831.0,65980.0,184811.0,125361.0,118831.0,KERN_COUNTY
2333077,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,94633.0,200597.0,102858.0,KERN,105964.0,94633.0,200597.0,102858.0,105964.0,KERN_COUNTY
2333078,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,58337.0,182120.0,129389.0,KERN,123783.0,58337.0,182120.00000000003,129389.0,123783.0,KERN_COUNTY
2333079,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C,17310.0,127284.0,107474.0,KERN,109974.0,17310.0,127284.0,107474.0,109974.0,KERN_COUNTY
2333080,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C-A,67540.0,196517.0,117326.0,KERN,128977.0,67540.0,196517.0,117326.0,128977.0,KERN_COUNTY
2333081,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C-A,120769.0,249027.0,128952.0,KERN,128258.0,120769.0,249027.0,128952.0,128258.0,KERN_COUNTY
2333082,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C-A,75252.0,186497.0,110683.0,KERN,111245.0,75252.0,186497.0,110683.0,111245.0,KERN_COUNTY
2333083,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C-A,66827.0,195804.0,129530.0,KERN,128977.0,66827.0,195804.0,129530.0,128977.0,KERN_COUNTY
2333084,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C-A,76230.0,204958.0,118855.0,KERN,128728.0,76230.0,204958.0,118855.0,128728.0,KERN_COUNTY
2333085,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C-A,84884.0,213907.0,124535.0,KERN,129023.0,84884.0,213907.0,124535.0,129023.0,KERN_COUNTY
2333086,2018,COUNTY,916464.0,KERN,FIRE,FIRE BATTALION CHIEF-C-A,11086.0,37017.0,0.0,KERN,25931.0,11086.0,37017.0,0.0,25931.0,KERN_COUNTY
2333087,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN,26207.0,120653.0,103834.0,KERN,94446.0,26207.0,120653.0,103834.00000000001,94446.0,KERN_COUNTY
2333088,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN,63742.0,156842.0,79675.0,KERN,93100.0,63742.0,156842.0,79675.0,93100.0,KERN_COUNTY
2333089,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN,101068.0,194568.0,91587.0,KERN,93500.0,101068.0,194568.0,91587.0,93500.0,KERN_COUNTY
2333090,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN,21829.0,113584.0,101423.0,KERN,91755.0,21829.0,113584.00000000001,101423.0,91755.0,KERN_COUNTY
2333091,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN-C,5246.0,49304.0,33619.0,KERN,44058.0,5246.0,49304.0,33619.0,44058.0,KERN_COUNTY
2333092,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN-C,100405.0,208198.0,118965.0,KERN,107793.0,100405.0,208198.0,118965.0,107793.0,KERN_COUNTY
2333093,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN-C,63956.0,175236.0,105635.0,KERN,111280.0,63956.0,175236.0,105635.0,111280.0,KERN_COUNTY
2333094,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN-C,16139.0,121769.0,31585.0,KERN,105630.0,16139.0,121769.0,31585.0,105630.0,KERN_COUNTY
2333095,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN-C,32459.0,180660.0,89372.0,KERN,148201.0,32459.0,180660.0,89372.0,148201.0,KERN_COUNTY
2333096,2018,COUNTY,916464.0,KERN,FIRE,FIRE CAPTAIN-C,34614.0,141346.0,125236.0,KERN,106732.0,34614.0,141346.0,125236.0,106732.0,KERN_COUNTY
